SD,0.00
DAD,0.00
DA,543.00
ADS,0.00
DA,0.00
DA,0.00
ADS,0.00
A,0.00
AD,305.75
ASD,172.00
ASD,118.00
AD,117.00
AS,0.00
AD,0.00
ASD,0.00
KML,0.00
AD,0.00
AD,0.00
ASD,0.00
SA,0.00
AS,0.00
ASD,0.00
AS,0.00
ASD,0.00
NK,0.00
KM,0.00
ASD,0.00
ASD,0.00
SA,77.50
SA,0.00
ASD,0.00
ADS,0.00
ASD,510.55
AD,0.00
ASD,0.00
